time,cpu@tsung_controller@tsung-master-0.tsung-master.tsung.svc.cluster.local 
0,7.373272330813056 
10,7.373272330813056 
20,7.373272330813056 
30,7.373272330813056 
40,7.373272330813056 
50,7.373272330813056 
60,7.373272330813056 
70,7.373272330813056 
80,7.373272330813056 
100,7.373272330813056 
110,7.373272330813056 
120,7.373272330813056 
130,7.373272330813056 
140,7.373272330813056 
150,7.373272330813056 
160,7.373272330813056 
170,7.373272330813056 
180,7.373272330813056 
190,7.373272330813056 
200,7.373272330813056 
220,7.373272330813056 
230,7.373272330813056 
240,7.373272330813056 
250,7.373272330813056 
260,7.373272330813056 
270,7.373272330813056 
280,7.373272330813056 
290,7.373272330813056 
300,7.373272330813056 
310,7.373272330813056 
320,7.373272330813056 
330,7.373272330813056 
350,7.373272330813056 
360,7.373272330813056 
370,7.373272330813056 
380,7.373272330813056 
390,7.373272330813056 
400,7.373272330813056 
410,7.373272330813056 
420,7.373272330813056 
430,7.373272330813056 
440,7.373272330813056 
450,7.373272330813056 
470,7.373272330813056 
480,7.373272330813056 
490,7.373272330813056 
500,7.373272330813056 
510,7.373272330813056 
520,7.373272330813056 
530,7.373272330813056 
540,7.373272330813056 
550,7.373272330813056 
560,7.373272330813056 
570,7.373272330813056 
580,7.373272330813056 
600,7.373272330813056 
610,7.373272330813056 
620,7.373272330813056 
630,7.373272330813056 
640,7.373272330813056 
650,7.373272330813056 
660,7.373272330813056 
670,7.373272330813056 
680,7.373272330813056 
690,7.373272330813056 
700,7.373272330813056 
720,7.373272330813056 
730,7.373272330813056 
740,7.373272330813056 
750,7.373272330813056 
760,7.373272330813056 
770,7.373272330813056 
780,7.373272330813056 
790,7.373272330813056 
800,7.373272330813056 
810,7.373272330813056 
820,7.373272330813056 
840,7.373272330813056 
850,7.373272330813056 
860,7.373272330813056 
870,7.373272330813056 
880,7.373272330813056 
890,7.373272330813056 
900,7.373272330813056 
910,7.373272330813056 
920,7.373272330813056 
930,7.373272330813056 
940,7.373272330813056 
960,7.373272330813056 
970,7.373272330813056 
980,7.373272330813056 
990,7.373272330813056 
1000,7.373272330813056 
1010,7.373272330813056 
1020,7.373272330813056 
1030,7.373272330813056 
1040,7.373272330813056 
1050,7.373272330813056 
1060,7.373272330813056 
1070,7.373272330813056 
1090,7.373272330813056 
1100,7.373272330813056 
1110,7.373272330813056 
1120,7.373272330813056 
1130,7.373272330813056 
1140,7.373272330813056 
1150,7.373272330813056 
1160,7.373272330813056 
1170,7.373272330813056 
1180,7.373272330813056 
1190,7.373272330813056 
1210,7.373272330813056 
1220,7.373272330813056 
1230,7.373272330813056 
1240,7.373272330813056 
1250,7.373272330813056 
1260,7.373272330813056 
1270,7.373272330813056 
1280,7.373272330813056 
1290,7.373272330813056 
1300,7.373272330813056 
1310,7.373272330813056 
1330,7.373272330813056 
1340,7.373272330813056 
1350,7.373272330813056 
1360,7.373272330813056 
1370,7.373272330813056 
1380,7.373272330813056 
1390,7.373272330813056 
1400,7.373272330813056 
1410,7.373272330813056 
1420,7.373272330813056 
1430,7.373272330813056 
1440,7.373272330813056 
1460,7.373272330813056 
1470,7.373272330813056 
1480,7.373272330813056 
1490,7.373272330813056 
1500,7.373272330813056 
1510,7.373272330813056 
1520,7.373272330813056 
1530,7.373272330813056 
1540,7.373272330813056 
1549,7.373272330813056 
