time,cpu@tsung_controller@tsung-master-0.tsung-master.tsung.svc.cluster.local 
0,7.373272330813056 
10,22.469252601702934 
20,22.469252601702934 
30,24.833174451858913 
40,24.833174451858913 
50,24.833174451858913 
60,24.833174451858913 
70,24.833174451858913 
80,24.833174451858913 
100,24.833174451858913 
110,25.344745601521634 
120,25.344745601521634 
130,26.285714285714285 
140,26.285714285714285 
150,26.29576795054684 
160,26.29576795054684 
170,26.29576795054684 
180,26.29576795054684 
190,26.29576795054684 
200,26.29576795054684 
220,26.29576795054684 
230,31.57394198763671 
240,31.57394198763671 
250,31.57394198763671 
260,31.57394198763671 
270,31.57394198763671 
280,31.57394198763671 
290,31.57394198763671 
300,31.57394198763671 
310,31.57394198763671 
320,31.57394198763671 
330,31.57394198763671 
350,31.57394198763671 
360,31.57394198763671 
370,31.57394198763671 
380,31.57394198763671 
390,31.57394198763671 
400,31.57394198763671 
410,31.57394198763671 
420,31.57394198763671 
430,31.57394198763671 
440,31.57394198763671 
450,31.57394198763671 
470,31.57394198763671 
480,31.57394198763671 
490,31.57394198763671 
500,31.57394198763671 
510,31.57394198763671 
520,31.57394198763671 
530,31.57394198763671 
540,31.57394198763671 
550,31.61904761904762 
560,31.61904761904762 
570,31.61904761904762 
580,31.61904761904762 
600,31.61904761904762 
610,31.61904761904762 
620,31.61904761904762 
630,31.61904761904762 
640,31.61904761904762 
650,31.61904761904762 
660,31.61904761904762 
670,31.61904761904762 
680,31.61904761904762 
690,31.61904761904762 
700,31.61904761904762 
720,31.61904761904762 
730,31.61904761904762 
740,31.61904761904762 
750,31.61904761904762 
760,31.61904761904762 
770,31.61904761904762 
780,31.61904761904762 
790,31.61904761904762 
800,31.61904761904762 
810,31.61904761904762 
820,31.61904761904762 
840,31.61904761904762 
850,31.61904761904762 
860,31.61904761904762 
870,31.61904761904762 
880,31.61904761904762 
890,31.61904761904762 
900,31.61904761904762 
910,31.61904761904762 
920,31.61904761904762 
930,31.61904761904762 
940,31.61904761904762 
960,31.61904761904762 
970,31.61904761904762 
980,31.61904761904762 
990,31.61904761904762 
1000,31.61904761904762 
1010,31.61904761904762 
1020,31.61904761904762 
1030,31.61904761904762 
1040,31.61904761904762 
1050,31.61904761904762 
1060,31.61904761904762 
1070,31.61904761904762 
1090,31.61904761904762 
1100,31.61904761904762 
1110,31.61904761904762 
1120,37.3155640171347 
1130,37.3155640171347 
1140,37.3155640171347 
1150,37.3155640171347 
1160,37.3155640171347 
1170,37.3155640171347 
1180,37.3155640171347 
1190,37.3155640171347 
1210,37.3155640171347 
1220,37.3155640171347 
1230,37.3155640171347 
1240,37.3155640171347 
1250,37.3155640171347 
1260,37.3155640171347 
1270,37.3155640171347 
1280,37.3155640171347 
1290,37.3155640171347 
1300,37.3155640171347 
1310,37.3155640171347 
1330,37.3155640171347 
1340,37.3155640171347 
1350,37.3155640171347 
1360,37.3155640171347 
1370,37.3155640171347 
1380,37.3155640171347 
1390,37.3155640171347 
1400,37.3155640171347 
1410,37.3155640171347 
1420,37.3155640171347 
1430,37.3155640171347 
1440,37.3155640171347 
1460,37.3155640171347 
1470,37.3155640171347 
1480,37.3155640171347 
1490,37.3155640171347 
1500,37.3155640171347 
1510,37.3155640171347 
1520,37.3155640171347 
1530,37.3155640171347 
1540,37.3155640171347 
1549,37.3155640171347 
