time,cpu@tsung_controller@tsung-master-0.tsung-master.tsung.svc.cluster.local 
0,7.411883857711056 
10,7.411883857711056 
20,7.411883857711056 
30,7.411883857711056 
40,7.411883857711056 
50,7.411883857711056 
60,7.411883857711056 
70,7.411883857711056 
80,7.411883857711056 
90,7.411883857711056 
110,7.411883857711056 
120,7.411883857711056 
130,7.411883857711056 
140,7.411883857711056 
150,7.411883857711056 
160,7.411883857711056 
170,7.411883857711056 
180,7.411883857711056 
190,7.411883857711056 
200,7.411883857711056 
210,7.411883857711056 
230,7.411883857711056 
240,7.411883857711056 
250,7.411883857711056 
260,7.411883857711056 
270,7.411883857711056 
280,7.411883857711056 
290,7.411883857711056 
300,7.411883857711056 
310,7.411883857711056 
320,7.411883857711056 
330,7.411883857711056 
350,7.411883857711056 
360,7.411883857711056 
370,7.411883857711056 
380,7.411883857711056 
390,7.411883857711056 
400,7.411883857711056 
410,7.411883857711056 
420,7.411883857711056 
430,7.411883857711056 
440,7.411883857711056 
450,7.411883857711056 
470,7.411883857711056 
480,7.411883857711056 
490,7.411883857711056 
500,7.411883857711056 
510,7.411883857711056 
520,7.411883857711056 
530,7.411883857711056 
540,7.411883857711056 
550,7.411883857711056 
560,7.411883857711056 
570,7.411883857711056 
590,7.411883857711056 
600,7.411883857711056 
610,7.411883857711056 
620,7.411883857711056 
630,7.411883857711056 
640,7.411883857711056 
650,7.411883857711056 
660,7.411883857711056 
670,7.411883857711056 
680,7.411883857711056 
690,7.411883857711056 
700,7.411883857711056 
720,7.411883857711056 
730,7.411883857711056 
740,7.411883857711056 
750,7.411883857711056 
760,7.411883857711056 
770,7.411883857711056 
780,7.411883857711056 
790,7.411883857711056 
800,7.411883857711056 
810,7.411883857711056 
830,7.411883857711056 
840,7.411883857711056 
850,7.411883857711056 
860,7.411883857711056 
870,7.411883857711056 
880,7.411883857711056 
890,7.411883857711056 
900,7.411883857711056 
910,7.411883857711056 
920,7.411883857711056 
930,7.411883857711056 
940,7.411883857711056 
960,7.411883857711056 
970,7.411883857711056 
980,7.411883857711056 
990,7.411883857711056 
1000,7.411883857711056 
1010,7.411883857711056 
1020,7.411883857711056 
1030,7.411883857711056 
1040,7.411883857711056 
1050,7.411883857711056 
1060,7.411883857711056 
1080,7.411883857711056 
1090,7.411883857711056 
1100,7.411883857711056 
1110,7.411883857711056 
1120,7.411883857711056 
1130,7.411883857711056 
1140,7.411883857711056 
1150,7.411883857711056 
1160,7.411883857711056 
1170,7.411883857711056 
1180,7.411883857711056 
