time,cpu@tsung_controller@tsung-master-0.tsung-master.tsung.svc.cluster.local 
0,7.411883857711056 
10,23.31288343558282 
20,22.533206831119546 
30,24.1674595623216 
40,24.976258309591643 
50,21.81903864278982 
60,35.29135338345865 
70,24.170616113744074 
80,23.015500234852045 
90,25.273679200380773 
110,20.921485660554772 
120,24.71590909090909 
130,26.234132581100138 
140,19.694802098235577 
150,22.69267364414843 
160,22.354057902230657 
170,25.358166189111746 
180,20.38515735086895 
190,30.537229029217723 
200,27.387051700046577 
210,25.480994838104177 
230,31.350330500472147 
240,25.77756833176249 
250,34.831460674157306 
260,31.781852374236014 
270,25.093808630393998 
280,21.475875118259225 
290,23.617619493908155 
300,25.138376383763838 
310,19.887429643527206 
320,25.07082152974504 
330,25.55452865064695 
350,24.123222748815166 
360,29.084041548630786 
370,26.380368098159508 
380,24.530075187969924 
390,26.093224411340703 
400,25.43818095689247 
410,31.3543599257885 
420,25.95785440613027 
430,21.59468438538206 
440,23.80047505938242 
450,27.14760322733745 
470,21.86046511627907 
480,22.95942720763723 
490,25.011775788977864 
500,22.43559718969555 
510,22.028301886792452 
520,27.587844254510923 
530,35.22304832713755 
540,24.03574788334901 
550,25.405921680993316 
560,23.443396226415096 
570,28.094117647058823 
590,31.18483412322275 
600,26.505452821242294 
610,24.810964083175804 
620,25.859632595383893 
630,32.372093023255815 
640,23.690533397405094 
650,30.915853091585312 
660,20.076117982873456 
670,24.747231584015406 
680,20.18735362997658 
690,25.04655493482309 
700,21.90023752969121 
720,23.033175355450236 
730,25.62885619364025 
740,21.79368029739777 
750,28.3910196445276 
760,25.25204032645223 
770,21.809744779582367 
780,23.63808621506395 
790,25.780510879848627 
800,23.22340919647004 
810,22.693383038210623 
830,25.345402572653647 
840,23.203381869422262 
850,23.032904148783977 
860,25.227381522259456 
870,25.058878944889308 
880,20.333333333333332 
890,25.8604206500956 
900,29.073634204275535 
910,29.141248240262783 
920,23.06963524396021 
930,27.962529274004684 
940,20.97769340294257 
960,34.116541353383454 
970,20.204366000928935 
980,23.686723973256925 
990,27.07444286391655 
1000,23.143267848586486 
1010,20.85308056872038 
1020,25.781625781625785 
1030,20.770676691729324 
1040,23.55723746452223 
1050,28.209934395501406 
1060,20.75736325385694 
1080,25.287356321839084 
1090,24.521988527724663 
1100,24.685020998600095 
1110,33.34912363808621 
1120,30.678046467520154 
1130,22.112676056338028 
1140,28.18696883852691 
1150,25.545023696682463 
1160,21.694117647058825 
1170,23.892554194156457 
1180,14.517625231910946 
